,cat,file,text_sentence_count,text_word_count,summary_sentence_count,summary_word_count,model,rouge_1_p,rouge_1_r,rouge_2_p,rouge_2_r,rouge_L_p,rouge_L_r
15,tech,../dataset/NewsArticles/tech/115.txt,18,405,9,215,cbow,0.7698412698412699,0.8508771929824561,0.7435897435897436,0.8238636363636364,0.7698412698412699,0.8508771929824561
16,tech,../dataset/NewsArticles/tech/049.txt,22,479,11,264,cbow,0.8571428571428571,0.9295774647887324,0.7975708502024291,0.8678414096916299,0.8571428571428571,0.9295774647887324
17,tech,../dataset/NewsArticles/tech/075.txt,15,283,7,150,cbow,0.8461538461538461,0.9871794871794872,0.7941176470588235,0.972972972972973,0.8461538461538461,0.9871794871794872
18,tech,../dataset/NewsArticles/tech/061.txt,19,418,9,214,cbow,0.816,0.8429752066115702,0.7637362637362637,0.7942857142857143,0.808,0.8347107438016529
19,tech,../dataset/NewsArticles/tech/277.txt,28,608,13,311,cbow,0.9015544041450777,0.9157894736842105,0.8508474576271187,0.8869257950530035,0.9015544041450777,0.9157894736842105
20,tech,../dataset/NewsArticles/tech/263.txt,19,442,9,251,cbow,0.6666666666666666,0.7647058823529411,0.5648535564853556,0.678391959798995,0.6602564102564102,0.7573529411764706
21,tech,../dataset/NewsArticles/tech/288.txt,36,821,16,383,cbow,0.8644859813084113,0.8980582524271845,0.8148148148148148,0.8640483383685801,0.8644859813084113,0.8980582524271845
22,tech,../dataset/NewsArticles/tech/275.txt,25,517,11,238,cbow,0.5862068965517241,0.6640625,0.45739910313901344,0.5425531914893617,0.5724137931034483,0.6484375
23,tech,../dataset/NewsArticles/tech/261.txt,23,519,11,236,cbow,0.8642857142857143,0.9029850746268657,0.7990654205607477,0.8592964824120602,0.8571428571428571,0.8955223880597015
24,tech,../dataset/NewsArticles/tech/249.txt,14,333,7,177,cbow,0.7583333333333333,0.9891304347826086,0.7100591715976331,0.967741935483871,0.7583333333333333,0.9891304347826086
25,tech,../dataset/NewsArticles/tech/088.txt,26,518,12,231,cbow,0.7304964539007093,0.7744360902255639,0.6619047619047619,0.7091836734693877,0.7304964539007093,0.7744360902255639
26,tech,../dataset/NewsArticles/tech/077.txt,26,637,12,310,cbow,0.7433155080213903,0.8081395348837209,0.6319444444444444,0.7137254901960784,0.732620320855615,0.7965116279069767
27,tech,../dataset/NewsArticles/tech/063.txt,18,470,9,279,cbow,0.655367231638418,0.8656716417910447,0.6022304832713755,0.7980295566502463,0.655367231638418,0.8656716417910447
28,tech,../dataset/NewsArticles/tech/103.txt,31,581,16,323,cbow,0.8415300546448088,0.9935483870967742,0.7873754152823921,0.9556451612903226,0.8415300546448088,0.9935483870967742
29,tech,../dataset/NewsArticles/tech/117.txt,15,307,11,255,cbow,0.506578947368421,0.8191489361702128,0.42105263157894735,0.7741935483870968,0.506578947368421,0.8191489361702128
30,tech,../dataset/NewsArticles/tech/301.txt,64,1080,30,534,cbow,0.8581560283687943,0.8642857142857143,0.7651991614255765,0.8147321428571429,0.8546099290780141,0.8607142857142858
31,tech,../dataset/NewsArticles/tech/315.txt,24,570,15,348,cbow,0.6703296703296703,0.9172932330827067,0.5833333333333334,0.8663366336633663,0.6703296703296703,0.9172932330827067
32,tech,../dataset/NewsArticles/tech/329.txt,20,489,9,259,cbow,0.8682170542635659,0.9256198347107438,0.7757847533632287,0.8781725888324873,0.8682170542635659,0.9256198347107438
33,tech,../dataset/NewsArticles/tech/328.txt,17,345,8,208,cbow,0.8091603053435115,0.8833333333333333,0.7263157894736842,0.8571428571428571,0.8091603053435115,0.8833333333333333
34,tech,../dataset/NewsArticles/tech/314.txt,11,255,6,156,cbow,0.45871559633027525,0.7142857142857143,0.38095238095238093,0.6153846153846154,0.45871559633027525,0.7142857142857143
35,tech,../dataset/NewsArticles/tech/300.txt,45,870,19,398,cbow,0.7574257425742574,0.864406779661017,0.6686046511627907,0.7986111111111112,0.7475247524752475,0.8531073446327684
36,tech,../dataset/NewsArticles/tech/116.txt,15,341,7,180,cbow,0.5981308411214953,0.6956521739130435,0.5125,0.6165413533834586,0.5887850467289719,0.6847826086956522
37,tech,../dataset/NewsArticles/tech/102.txt,40,763,17,320,cbow,0.7134831460674157,0.6827956989247311,0.5959595959595959,0.5860927152317881,0.7078651685393258,0.6774193548387096
38,tech,../dataset/NewsArticles/tech/062.txt,20,435,9,210,cbow,0.744,0.8378378378378378,0.6288659793814433,0.7530864197530864,0.744,0.8378378378378378
39,tech,../dataset/NewsArticles/tech/076.txt,18,343,9,187,cbow,0.8034188034188035,0.9038461538461539,0.75,0.8571428571428571,0.8034188034188035,0.9038461538461539
40,tech,../dataset/NewsArticles/tech/089.txt,19,369,9,176,cbow,0.7833333333333333,0.9038461538461539,0.6766467065868264,0.8248175182481752,0.7833333333333333,0.9038461538461539
41,tech,../dataset/NewsArticles/tech/248.txt,11,243,9,211,cbow,0.6,0.975,0.507537688442211,0.9351851851851852,0.6,0.975
42,tech,../dataset/NewsArticles/tech/260.txt,21,442,10,204,cbow,0.8473282442748091,0.888,0.7513227513227513,0.7932960893854749,0.8473282442748091,0.888
43,tech,../dataset/NewsArticles/tech/274.txt,21,412,10,220,cbow,0.6896551724137931,0.8163265306122449,0.5956284153005464,0.7315436241610739,0.6896551724137931,0.8163265306122449
